age,annual_income,net_worth,savings_rate,debt_ratio,employment_years,investment_experience_years,time_horizon_years,emergency_fund_months,employment_status,primary_goal,liquidity_need,resources_used,q1,q2,q3,q4,q5,risk_tolerance,risk_capacity,combined_score,investor_type,stocks_target,bonds_target,cash_target,alts_target,curr_stock,curr_bonds,curr_cash,curr_alts
40,51770,6277403,0.115,0.321,17,9,9,3,student,education,low,books,3,3,5,4,3,0.71,0.359,0.533,moderate,0.583,0.278,0.093,0.046,0.593,0.277,0.071,0.059
44,51804,6278604,0.067,0.22,26,4,27,4,retired,income,high,books,3,3,3,3,1,0.54,0.468,0.493,moderate,0.625,0.25,0.083,0.042,0.636,0.261,0.075,0.028
37,51811,6279820,0.271,0.067,17,11,24,4,employee,wealth_generation,low,online,3,3,3,3,3,0.6,0.588,0.594,moderate,0.625,0.25,0.083,0.042,0.601,0.253,0.108,0.038
52,51833,6285208,0.181,0.285,33,0,17,4,retired,wealth_generation,medium,online,3,3,4,4,5,0.73,0.405,0.624,moderate,0.625,0.25,0.083,0.042,0.637,0.261,0.08,0.022
45,51890,6286649,0.023,0.209,24,3,18,4,retired,home_purchase,low,online,4,2,3,2,3,0.57,0.451,0.484,moderate,0.625,0.25,0.083,0.042,0.574,0.237,0.092,0.097
42,51941,6290605,0.186,0.205,24,4,10,5,employee,retirement,medium,friends,4,3,2,4,2,0.61,0.463,0.51,moderate,0.591,0.273,0.091,0.045,0.595,0.287,0.07,0.048
30,51949,6296867,0.143,0.33,11,14,10,2,employee,wealth_generation,low,books,2,3,1,3,4,0.5,0.391,0.459,moderate,0.591,0.273,0.091,0.045,0.625,0.258,0.066,0.051
31,52021,6299625,0.305,0.246,12,11,24,3,employee,wealth_generation,low,books,1,1,2,1,5,0.36,0.475,0.396,moderate,0.625,0.25,0.083,0.042,0.624,0.28,0.093,0.003
44,52047,6299777,0.225,0.358,24,13,9,4,employee,education,low,friends,3,2,2,5,4,0.6,0.372,0.497,moderate,0.583,0.278,0.093,0.046,0.586,0.274,0.118,0.023
24,52048,6312523,0.082,0.222,3,6,4,2,employee,retirement,low,advisor,3,4,3,2,2,0.59,0.438,0.501,moderate,0.541,0.306,0.102,0.051,0.599,0.307,0.094,0.0
50,52071,6314091,0.199,0.119,33,11,5,8,employee,home_purchase,low,online,2,2,4,2,4,0.54,0.499,0.497,moderate,0.55,0.3,0.1,0.05,0.562,0.356,0.062,0.02
40,52090,6324883,0.15,0.245,17,12,15,5,employee,home_purchase,medium,advisor,2,2,3,2,2,0.44,0.453,0.412,moderate,0.625,0.25,0.083,0.042,0.612,0.281,0.075,0.032
67,52119,6328602,0.086,0.502,48,5,9,2,employee,retirement,low,advisor,4,4,3,2,2,0.64,0.289,0.446,moderate,0.583,0.278,0.093,0.046,0.525,0.265,0.153,0.057
60,52120,6331330,0.194,0.382,38,21,6,3,self-employed,wealth_generation,medium,books,2,5,4,4,2,0.69,0.34,0.56,moderate,0.559,0.294,0.098,0.049,0.537,0.31,0.076,0.078
40,52155,6334002,0.162,0.146,18,12,18,4,employee,wealth_generation,low,online,2,4,3,3,3,0.6,0.521,0.583,moderate,0.625,0.25,0.083,0.042,0.567,0.239,0.102,0.092
41,52169,6334496,0.026,0.22,24,17,11,0,employee,income,low,books,3,4,2,3,4,0.64,0.458,0.617,moderate,0.598,0.268,0.089,0.045,0.676,0.24,0.045,0.038
49,52181,6355115,0.182,0.473,27,12,13,3,employee,wealth_generation,low,advisor,5,3,4,4,5,0.83,0.313,0.641,moderate,0.612,0.259,0.086,0.043,0.646,0.261,0.088,0.004
55,52195,6365989,0.18,0.104,39,11,5,2,employee,retirement,low,books,3,5,4,1,3,0.68,0.507,0.61,moderate,0.55,0.3,0.1,0.05,0.548,0.304,0.04,0.108
28,52198,6372942,0.074,0.167,11,15,6,5,employee,education,medium,books,2,5,3,2,4,0.65,0.475,0.594,moderate,0.559,0.294,0.098,0.049,0.539,0.279,0.151,0.031
27,52218,6376821,0.123,0.17,7,6,4,5,employee,home_purchase,low,none,4,3,3,3,1,0.59,0.467,0.53,moderate,0.541,0.306,0.102,0.051,0.531,0.252,0.149,0.069
37,52221,6380679,0.17,0.285,14,11,12,2,self-employed,education,medium,none,4,5,2,5,4,0.8,0.408,0.618,moderate,0.605,0.263,0.088,0.044,0.564,0.236,0.113,0.087
46,52270,6384900,0.072,0.227,24,3,17,5,employee,retirement,medium,books,3,4,5,3,3,0.73,0.469,0.645,moderate,0.625,0.25,0.083,0.042,0.61,0.274,0.056,0.06
45,52273,6385207,0.235,0.077,27,10,16,6,employee,retirement,low,none,2,3,4,3,2,0.56,0.558,0.568,moderate,0.625,0.25,0.083,0.042,0.652,0.208,0.071,0.069
50,52281,6387826,0.024,0.307,26,11,7,3,retired,wealth_generation,low,friends,4,3,3,5,5,0.77,0.37,0.572,moderate,0.567,0.288,0.096,0.048,0.648,0.281,0.072,0.0
32,52290,6389930,0.06,0.089,12,10,19,1,employee,retirement,low,online,4,2,3,4,1,0.57,0.559,0.564,moderate,0.625,0.25,0.083,0.042,0.624,0.266,0.11,0.0
23,52310,6394896,0.065,0.298,5,12,4,5,employee,wealth_generation,medium,online,4,3,4,3,3,0.69,0.395,0.547,moderate,0.541,0.306,0.102,0.051,0.531,0.266,0.1,0.103
48,52311,6395303,0.159,0.262,26,5,4,2,employee,retirement,low,advisor,4,3,3,3,2,0.62,0.416,0.566,moderate,0.541,0.306,0.102,0.051,0.566,0.344,0.015,0.076
35,52313,6397299,0.177,0.257,16,7,19,3,employee,retirement,low,online,1,2,4,2,4,0.49,0.456,0.464,moderate,0.625,0.25,0.083,0.042,0.593,0.277,0.075,0.056
25,52361,6400668,0.134,0.068,9,0,7,1,employee,wealth_generation,medium,books,4,3,3,4,4,0.71,0.535,0.691,aggressive,0.76,0.144,0.048,0.048,0.721,0.144,0.061,0.074
43,52377,6402396,0.11,0.31,23,2,15,3,employee,wealth_generation,high,books,3,3,2,3,1,0.5,0.414,0.501,moderate,0.625,0.25,0.083,0.042,0.712,0.254,0.008,0.026
48,52399,6416610,0.222,0.234,25,8,1,3,self-employed,retirement,medium,none,3,2,3,2,1,0.46,0.408,0.407,moderate,0.511,0.326,0.109,0.054,0.533,0.315,0.104,0.048
41,52411,6421272,0.046,0.227,22,7,4,4,employee,income,low,friends,2,3,4,2,2,0.53,0.435,0.472,moderate,0.541,0.306,0.102,0.051,0.516,0.321,0.117,0.047
38,52416,6422875,0.109,0.294,16,3,13,0,retired,wealth_generation,medium,advisor,2,4,3,3,1,0.54,0.391,0.501,moderate,0.612,0.259,0.086,0.043,0.623,0.256,0.089,0.032
40,52425,6424393,0.031,0.298,17,3,6,4,unemployed,retirement,low,books,1,2,5,2,2,0.47,0.358,0.427,moderate,0.559,0.294,0.098,0.049,0.555,0.284,0.095,0.066
39,52470,6439370,0.013,0.019,15,5,2,5,employee,home_purchase,low,none,3,2,3,2,2,0.49,0.546,0.504,moderate,0.521,0.319,0.106,0.053,0.481,0.304,0.133,0.082
31,52497,6442488,0.124,0.105,7,10,11,0,unemployed,wealth_generation,medium,books,5,2,4,2,1,0.6,0.472,0.55,moderate,0.598,0.268,0.089,0.045,0.543,0.325,0.104,0.029
36,52525,6444731,0.088,0.159,16,8,8,4,self-employed,retirement,medium,books,3,2,3,2,4,0.55,0.468,0.514,moderate,0.575,0.283,0.094,0.047,0.544,0.324,0.112,0.02
46,52533,6456867,0.106,0.326,25,1,18,1,employee,retirement,low,advisor,1,4,3,3,2,0.52,0.412,0.507,moderate,0.625,0.25,0.083,0.042,0.689,0.228,0.046,0.036
44,52562,6458694,0.225,0.287,22,10,18,4,retired,education,low,online,3,3,3,3,2,0.57,0.407,0.496,moderate,0.625,0.25,0.083,0.042,0.604,0.288,0.081,0.027
43,52565,6460566,0.079,0.36,26,4,13,3,unemployed,income,low,friends,4,3,2,2,4,0.61,0.342,0.517,moderate,0.612,0.259,0.086,0.043,0.645,0.292,0.012,0.051
34,52596,6463288,0.214,0.353,10,9,8,3,unemployed,retirement,medium,online,4,4,4,4,3,0.77,0.335,0.61,moderate,0.575,0.283,0.094,0.047,0.558,0.279,0.14,0.023
40,52632,6465217,0.189,0.412,24,2,11,2,student,wealth_generation,medium,online,5,2,3,2,3,0.62,0.316,0.536,moderate,0.598,0.268,0.089,0.045,0.587,0.252,0.121,0.04
24,52644,6467792,0.119,0.215,3,23,15,2,employee,retirement,low,books,5,3,3,1,3,0.64,0.472,0.571,moderate,0.625,0.25,0.083,0.042,0.664,0.223,0.08,0.033
43,52680,6472888,0.162,0.203,22,1,3,1,employee,wealth_generation,medium,advisor,4,3,2,2,2,0.55,0.447,0.513,moderate,0.531,0.312,0.104,0.052,0.575,0.286,0.091,0.047
53,52684,6474479,0.142,0.399,31,10,8,5,employee,home_purchase,low,books,2,5,3,4,3,0.68,0.347,0.558,moderate,0.575,0.283,0.094,0.047,0.528,0.278,0.098,0.095
30,52698,6474788,0.069,0.16,13,7,18,4,student,retirement,low,books,2,2,3,3,4,0.53,0.471,0.487,moderate,0.625,0.25,0.083,0.042,0.645,0.258,0.069,0.028
37,52727,6476088,0.257,0.245,16,1,10,7,employee,retirement,medium,books,4,3,1,3,3,0.57,0.441,0.514,moderate,0.591,0.273,0.091,0.045,0.573,0.266,0.099,0.063
44,52749,6478938,0.167,0.141,23,0,14,5,employee,retirement,low,friends,4,4,3,1,3,0.64,0.514,0.562,moderate,0.619,0.254,0.085,0.042,0.633,0.272,0.074,0.021
52,52765,6480857,0.246,0.459,28,5,4,5,employee,retirement,medium,online,2,3,2,3,1,0.45,0.305,0.413,moderate,0.541,0.306,0.102,0.051,0.562,0.298,0.083,0.057
38,52833,6481946,0.226,0.226,15,11,17,4,student,retirement,low,online,2,2,2,3,1,0.4,0.432,0.46,moderate,0.625,0.25,0.083,0.042,0.63,0.223,0.091,0.056
36,52836,6488188,0.051,0.149,16,1,4,1,self-employed,wealth_generation,medium,none,2,2,4,3,2,0.51,0.463,0.434,moderate,0.541,0.306,0.102,0.051,0.52,0.292,0.149,0.039
26,52853,6493096,0.091,0.332,4,9,19,6,employee,retirement,medium,books,2,2,1,5,3,0.48,0.411,0.482,moderate,0.625,0.25,0.083,0.042,0.652,0.249,0.099,0.0
42,52879,6499290,0.074,0.163,20,9,4,1,retired,education,low,none,2,2,2,3,1,0.4,0.439,0.414,moderate,0.541,0.306,0.102,0.051,0.58,0.27,0.116,0.034
58,52882,6507861,0.228,0.491,38,4,20,3,employee,retirement,medium,books,3,4,2,2,4,0.61,0.314,0.53,moderate,0.625,0.25,0.083,0.042,0.688,0.264,0.012,0.036
44,52906,6509806,0.239,0.211,22,1,9,5,self-employed,retirement,low,online,2,3,3,2,2,0.49,0.442,0.479,moderate,0.583,0.278,0.093,0.046,0.643,0.29,0.067,0.0
41,52915,6513490,0.159,0.32,23,14,14,3,self-employed,retirement,low,advisor,2,3,2,3,3,0.51,0.393,0.492,moderate,0.619,0.254,0.085,0.042,0.607,0.3,0.048,0.045
44,52916,6515491,0.06,0.203,22,4,19,1,retired,wealth_generation,medium,books,2,2,3,4,3,0.53,0.458,0.498,moderate,0.625,0.25,0.083,0.042,0.612,0.281,0.075,0.033
41,52939,6519856,0.071,0.385,20,2,1,3,retired,retirement,low,online,2,4,2,5,3,0.62,0.316,0.5,moderate,0.511,0.326,0.109,0.054,0.48,0.309,0.138,0.074
35,52949,6534084,0.223,0.444,14,9,7,8,unemployed,wealth_generation,high,online,2,4,3,3,3,0.6,0.286,0.503,moderate,0.567,0.288,0.096,0.048,0.584,0.342,0.06,0.014
48,52950,6537219,0.269,0.375,31,3,21,10,employee,home_purchase,medium,none,2,3,4,3,4,0.62,0.388,0.601,moderate,0.625,0.25,0.083,0.042,0.601,0.271,0.128,0.0
43,52956,6541724,0.089,0.409,26,6,9,4,employee,wealth_generation,low,advisor,3,3,3,3,3,0.6,0.343,0.481,moderate,0.583,0.278,0.093,0.046,0.605,0.339,0.056,0.0
42,52976,6548495,0.011,0.091,20,1,15,6,student,retirement,high,online,3,2,4,5,4,0.68,0.501,0.612,moderate,0.625,0.25,0.083,0.042,0.576,0.266,0.084,0.074
34,52982,6549065,0.119,0.469,18,20,5,1,retired,wealth_generation,low,none,1,3,2,3,4,0.49,0.28,0.384,moderate,0.55,0.3,0.1,0.05,0.554,0.311,0.132,0.002
52,52985,6552780,0.026,0.305,28,6,15,2,employee,wealth_generation,low,online,2,5,1,3,3,0.57,0.418,0.502,moderate,0.625,0.25,0.083,0.042,0.625,0.228,0.074,0.073
47,52988,6559203,0.227,0.423,29,24,3,3,employee,retirement,low,advisor,2,2,4,5,5,0.66,0.324,0.51,moderate,0.531,0.312,0.104,0.052,0.548,0.301,0.139,0.012
37,52996,6562925,0.151,0.328,16,5,16,0,retired,retirement,low,advisor,3,4,3,4,3,0.68,0.379,0.53,moderate,0.625,0.25,0.083,0.042,0.616,0.242,0.116,0.026
50,53001,6574256,0.181,0.144,32,5,8,3,self-employed,retirement,low,none,2,5,5,3,4,0.76,0.477,0.662,aggressive,0.764,0.142,0.047,0.047,0.734,0.184,0.051,0.031
38,53016,6575563,0.136,0.299,14,14,11,1,student,income,low,online,3,5,2,3,2,0.63,0.377,0.535,moderate,0.598,0.268,0.089,0.045,0.577,0.248,0.095,0.08
35,53024,6577988,0.122,0.084,13,4,5,3,employee,wealth_generation,low,none,1,3,3,2,4,0.5,0.52,0.481,moderate,0.55,0.3,0.1,0.05,0.609,0.262,0.083,0.045
35,53026,6589960,0.095,0.333,19,6,14,0,employee,wealth_generation,low,advisor,4,4,1,3,3,0.62,0.399,0.497,moderate,0.619,0.254,0.085,0.042,0.668,0.211,0.077,0.043
27,53033,6592249,0.211,0.226,8,1,8,2,retired,wealth_generation,medium,friends,2,3,2,2,2,0.45,0.416,0.462,moderate,0.575,0.283,0.094,0.047,0.554,0.282,0.133,0.031
45,53052,6592482,0.193,0.12,25,16,9,5,employee,wealth_generation,low,online,4,4,3,4,5,0.79,0.512,0.664,aggressive,0.769,0.139,0.046,0.046,0.726,0.206,0.029,0.039
27,53079,6596275,0.126,0.559,5,1,14,2,employee,wealth_generation,low,books,3,3,3,2,4,0.6,0.264,0.533,moderate,0.619,0.254,0.085,0.042,0.651,0.224,0.097,0.029
32,53103,6596501,0.117,0.447,10,10,5,1,self-employed,wealth_generation,low,online,3,2,2,2,4,0.51,0.303,0.425,moderate,0.55,0.3,0.1,0.05,0.501,0.285,0.122,0.092
25,53124,6601125,0.001,0.441,5,7,19,2,employee,retirement,low,friends,3,3,4,3,2,0.61,0.344,0.505,moderate,0.625,0.25,0.083,0.042,0.647,0.244,0.049,0.061
41,53159,6602060,0.044,0.376,25,1,16,5,employee,retirement,low,books,2,3,2,4,3,0.54,0.378,0.468,moderate,0.625,0.25,0.083,0.042,0.667,0.261,0.049,0.023
40,53171,6614905,0.178,0.332,20,0,13,4,employee,wealth_generation,low,advisor,3,2,4,4,3,0.62,0.398,0.489,moderate,0.612,0.259,0.086,0.043,0.597,0.271,0.089,0.043
39,53185,6623715,0.156,0.317,19,15,4,4,employee,education,low,none,4,3,3,5,3,0.71,0.386,0.538,moderate,0.541,0.306,0.102,0.051,0.543,0.311,0.12,0.026
33,53188,6629466,0.14,0.094,14,10,15,0,self-employed,wealth_generation,low,advisor,4,3,3,4,2,0.65,0.527,0.642,moderate,0.625,0.25,0.083,0.042,0.625,0.268,0.087,0.02
32,53191,6631150,0.227,0.447,11,9,2,3,employee,wealth_generation,low,advisor,2,4,3,4,3,0.63,0.308,0.542,moderate,0.521,0.319,0.106,0.053,0.501,0.337,0.116,0.047
45,53213,6639452,0.154,0.431,22,6,18,2,retired,retirement,low,advisor,5,4,5,5,2,0.86,0.325,0.617,moderate,0.625,0.25,0.083,0.042,0.636,0.28,0.084,0.0
37,53228,6655071,0.13,0.356,17,3,8,2,employee,retirement,low,advisor,4,4,4,4,3,0.77,0.372,0.626,moderate,0.575,0.283,0.094,0.047,0.559,0.302,0.102,0.036
44,53250,6672204,0.079,0.472,21,9,4,4,employee,wealth_generation,high,advisor,3,3,5,2,2,0.62,0.298,0.531,moderate,0.541,0.306,0.102,0.051,0.577,0.277,0.11,0.035
34,53261,6673284,0.225,0.278,14,8,5,5,employee,wealth_generation,low,friends,2,3,3,4,3,0.58,0.41,0.472,moderate,0.55,0.3,0.1,0.05,0.533,0.277,0.133,0.057
43,53283,6681719,0.168,0.24,25,10,25,2,employee,retirement,high,advisor,3,3,4,3,4,0.67,0.483,0.595,moderate,0.625,0.25,0.083,0.042,0.624,0.236,0.078,0.062
52,53288,6688568,0.056,0.531,29,5,17,5,retired,wealth_generation,low,online,3,3,4,3,4,0.67,0.267,0.493,moderate,0.625,0.25,0.083,0.042,0.592,0.236,0.096,0.076
46,53298,6695990,0.183,0.246,27,19,7,1,employee,retirement,low,books,5,3,4,4,3,0.77,0.433,0.64,moderate,0.567,0.288,0.096,0.048,0.568,0.227,0.1,0.105
38,53310,6698973,0.138,0.311,20,1,25,2,employee,retirement,medium,books,4,3,3,4,2,0.65,0.438,0.602,moderate,0.625,0.25,0.083,0.042,0.627,0.24,0.101,0.031
44,53335,6700658,0.222,0.213,26,1,5,2,employee,education,low,friends,1,3,3,5,3,0.56,0.447,0.527,moderate,0.55,0.3,0.1,0.05,0.547,0.311,0.14,0.002
40,53338,6701440,0.263,0.309,19,14,16,6,employee,wealth_generation,low,books,4,3,2,2,2,0.55,0.418,0.515,moderate,0.625,0.25,0.083,0.042,0.587,0.237,0.104,0.071
42,53339,6703523,0.173,0.344,19,8,14,2,employee,income,medium,online,4,3,4,4,3,0.72,0.393,0.523,moderate,0.619,0.254,0.085,0.042,0.624,0.197,0.123,0.055
39,53354,6707241,0.201,0.305,19,4,18,4,employee,retirement,low,online,1,5,3,1,3,0.54,0.426,0.515,moderate,0.625,0.25,0.083,0.042,0.65,0.183,0.13,0.037
40,53410,6721171,0.04,0.264,24,10,9,1,self-employed,wealth_generation,medium,online,2,2,3,2,4,0.5,0.413,0.464,moderate,0.583,0.278,0.093,0.046,0.588,0.286,0.07,0.056
43,53423,6723746,0.165,0.185,27,6,10,3,employee,retirement,medium,online,3,3,4,3,3,0.64,0.477,0.639,moderate,0.591,0.273,0.091,0.045,0.642,0.227,0.124,0.006
34,53429,6724125,0.207,0.312,16,0,14,3,employee,retirement,low,online,3,4,4,2,2,0.63,0.412,0.561,moderate,0.619,0.254,0.085,0.042,0.584,0.217,0.151,0.048
33,53444,6725956,0.152,0.454,12,9,10,0,retired,wealth_generation,low,books,2,3,2,2,2,0.45,0.298,0.379,moderate,0.591,0.273,0.091,0.045,0.59,0.278,0.078,0.054
30,53447,6730058,0.171,0.009,13,3,2,5,employee,income,medium,books,4,4,4,3,1,0.68,0.553,0.686,aggressive,0.734,0.16,0.053,0.053,0.732,0.119,0.098,0.052
29,53462,6731919,0.253,0.11,13,2,16,5,employee,retirement,low,books,2,2,2,4,3,0.49,0.539,0.507,moderate,0.625,0.25,0.083,0.042,0.564,0.272,0.128,0.036
32,53462,6733830,0.089,0.102,10,3,14,2,employee,retirement,low,online,3,4,2,4,2,0.61,0.538,0.589,moderate,0.619,0.254,0.085,0.042,0.58,0.252,0.152,0.016
43,53465,6745076,0.058,0.468,26,6,10,4,employee,income,medium,online,3,4,2,4,3,0.64,0.311,0.467,moderate,0.591,0.273,0.091,0.045,0.57,0.285,0.09,0.055
34,53472,6750765,0.192,0.32,11,1,8,3,employee,education,low,online,3,2,3,3,3,0.55,0.394,0.468,moderate,0.575,0.283,0.094,0.047,0.597,0.286,0.081,0.037
46,53497,6753562,0.226,0.503,29,13,8,5,employee,retirement,medium,online,2,4,4,4,5,0.73,0.288,0.531,moderate,0.575,0.283,0.094,0.047,0.573,0.292,0.096,0.039
42,53561,6756537,0.235,0.289,26,7,16,4,retired,wealth_generation,low,friends,2,2,3,3,4,0.53,0.402,0.473,moderate,0.625,0.25,0.083,0.042,0.631,0.241,0.087,0.04
26,53576,6761619,0.181,0.245,9,4,16,1,employee,education,low,online,2,2,3,3,4,0.53,0.457,0.464,moderate,0.625,0.25,0.083,0.042,0.643,0.224,0.056,0.077
47,53582,6763158,0.229,0.377,30,9,18,5,student,wealth_generation,low,advisor,3,1,5,3,5,0.64,0.35,0.472,moderate,0.625,0.25,0.083,0.042,0.667,0.23,0.031,0.072
48,53589,6771903,0.194,0.124,26,11,17,2,employee,wealth_generation,low,books,3,2,3,4,4,0.61,0.533,0.583,moderate,0.625,0.25,0.083,0.042,0.635,0.233,0.085,0.047
34,53593,6790636,0.054,0.216,18,8,16,2,employee,home_purchase,low,advisor,3,3,3,3,4,0.63,0.475,0.524,moderate,0.625,0.25,0.083,0.042,0.635,0.266,0.085,0.014
45,53645,6790700,0.209,0.247,27,3,7,4,unemployed,retirement,low,online,4,2,2,2,3,0.53,0.388,0.495,moderate,0.567,0.288,0.096,0.048,0.569,0.295,0.063,0.074
35,53646,6802549,0.084,0.185,15,2,4,2,employee,retirement,high,advisor,3,3,4,3,5,0.7,0.461,0.663,aggressive,0.745,0.153,0.051,0.051,0.723,0.132,0.073,0.072
42,53652,6804945,0.098,0.213,20,12,17,1,employee,wealth_generation,low,advisor,4,3,1,3,3,0.57,0.48,0.541,moderate,0.625,0.25,0.083,0.042,0.607,0.266,0.097,0.03
31,53662,6809264,0.132,0.075,10,3,4,2,employee,retirement,low,online,2,2,4,2,3,0.51,0.523,0.523,moderate,0.541,0.306,0.102,0.051,0.577,0.258,0.086,0.079
27,53737,6812613,0.116,0.142,4,0,27,5,retired,wealth_generation,low,books,3,3,2,3,2,0.53,0.517,0.458,moderate,0.625,0.25,0.083,0.042,0.675,0.241,0.003,0.08
38,53760,6813079,0.117,0.199,22,8,20,2,employee,wealth_generation,low,online,3,4,4,4,3,0.72,0.496,0.649,moderate,0.625,0.25,0.083,0.042,0.609,0.205,0.095,0.09
41,53803,6824017,0.081,0.379,19,2,12,2,retired,retirement,low,advisor,3,4,4,4,5,0.78,0.343,0.603,moderate,0.605,0.263,0.088,0.044,0.64,0.215,0.068,0.078
38,53804,6832417,0.112,0.135,14,20,9,2,employee,home_purchase,low,advisor,2,4,2,5,2,0.59,0.504,0.57,moderate,0.583,0.278,0.093,0.046,0.575,0.232,0.165,0.028
32,53817,6835651,0.018,0.203,10,13,12,2,employee,retirement,low,advisor,4,2,4,4,2,0.64,0.472,0.538,moderate,0.605,0.263,0.088,0.044,0.597,0.253,0.114,0.037
38,53818,6841898,0.148,0.066,17,8,16,4,employee,education,high,friends,2,3,3,2,1,0.46,0.566,0.494,moderate,0.625,0.25,0.083,0.042,0.649,0.222,0.075,0.055
44,53826,6844661,0.211,0.28,20,12,16,3,employee,education,low,advisor,4,4,2,3,4,0.69,0.437,0.626,moderate,0.625,0.25,0.083,0.042,0.605,0.266,0.125,0.004
41,53833,6847152,0.239,0.3,22,6,3,5,employee,retirement,medium,none,4,5,4,2,4,0.79,0.394,0.609,moderate,0.531,0.312,0.104,0.052,0.565,0.312,0.085,0.038
43,53851,6866746,0.225,0.42,22,11,18,4,employee,wealth_generation,low,online,2,3,4,2,3,0.56,0.355,0.468,moderate,0.625,0.25,0.083,0.042,0.607,0.237,0.064,0.093
36,53858,6870509,0.137,0.392,15,8,14,3,employee,wealth_generation,low,books,2,2,2,5,3,0.52,0.365,0.485,moderate,0.619,0.254,0.085,0.042,0.637,0.277,0.086,0.0
51,53935,6871348,0.201,0.18,33,0,2,3,employee,home_purchase,low,friends,5,4,4,2,3,0.76,0.458,0.66,aggressive,0.734,0.16,0.053,0.053,0.71,0.139,0.039,0.111
32,53948,6873020,0.11,0.112,10,15,8,4,employee,wealth_generation,low,online,2,3,3,3,4,0.58,0.515,0.586,moderate,0.575,0.283,0.094,0.047,0.565,0.29,0.121,0.025
45,53989,6873790,0.04,0.122,29,12,12,3,employee,retirement,low,advisor,3,4,2,3,3,0.61,0.521,0.553,moderate,0.605,0.263,0.088,0.044,0.578,0.273,0.089,0.059
51,54032,6874646,0.189,0.533,28,16,6,5,employee,wealth_generation,high,advisor,3,4,2,4,3,0.64,0.267,0.486,moderate,0.559,0.294,0.098,0.049,0.494,0.332,0.097,0.077
45,54039,6891216,0.183,0.324,22,10,5,6,employee,retirement,low,online,5,3,4,3,3,0.74,0.385,0.571,moderate,0.55,0.3,0.1,0.05,0.604,0.287,0.072,0.038
40,54050,6898207,0.22,0.047,17,5,1,4,retired,retirement,medium,online,3,3,3,3,4,0.63,0.491,0.546,moderate,0.511,0.326,0.109,0.054,0.487,0.319,0.142,0.053
37,54082,6902814,0.176,0.112,13,3,21,8,employee,retirement,low,friends,3,4,1,4,2,0.57,0.554,0.535,moderate,0.625,0.25,0.083,0.042,0.64,0.275,0.085,0.0
50,54093,6902875,0.078,0.254,31,3,3,4,employee,home_purchase,medium,books,1,5,4,3,4,0.67,0.42,0.569,moderate,0.531,0.312,0.104,0.052,0.553,0.33,0.096,0.021
30,54096,6902928,0.236,0.147,9,2,9,0,employee,wealth_generation,low,books,3,3,2,2,3,0.53,0.497,0.564,moderate,0.583,0.278,0.093,0.046,0.618,0.311,0.06,0.011
34,54103,6913753,0.178,0.383,12,3,6,3,employee,wealth_generation,medium,online,2,1,3,2,3,0.42,0.353,0.431,moderate,0.559,0.294,0.098,0.049,0.6,0.239,0.071,0.09
38,54111,6926372,0.221,0.286,21,7,16,2,employee,education,low,advisor,3,4,3,2,2,0.59,0.433,0.544,moderate,0.625,0.25,0.083,0.042,0.643,0.236,0.12,0.0
51,54153,6931794,0.212,0.3,30,9,15,2,employee,income,low,books,2,2,2,4,3,0.49,0.422,0.435,moderate,0.625,0.25,0.083,0.042,0.572,0.253,0.121,0.053
45,54162,6940684,0.112,0.246,22,4,18,3,retired,income,low,online,1,2,3,2,3,0.42,0.433,0.394,moderate,0.625,0.25,0.083,0.042,0.583,0.232,0.112,0.074
34,54173,6951665,0.049,0.168,15,7,13,2,employee,retirement,low,books,2,3,2,3,4,0.54,0.496,0.514,moderate,0.612,0.259,0.086,0.043,0.647,0.273,0.059,0.02
39,54173,6954645,0.083,0.292,19,5,13,2,retired,retirement,low,online,4,2,5,4,2,0.68,0.394,0.578,moderate,0.612,0.259,0.086,0.043,0.631,0.288,0.06,0.022
37,54213,6960495,0.056,0.342,14,9,10,3,employee,retirement,high,online,2,3,4,5,4,0.68,0.386,0.579,moderate,0.591,0.273,0.091,0.045,0.608,0.29,0.07,0.032
36,54226,6963442,0.1,0.212,18,19,14,2,retired,wealth_generation,low,advisor,2,2,4,2,4,0.54,0.441,0.508,moderate,0.619,0.254,0.085,0.042,0.618,0.206,0.095,0.08
49,54229,6974674,0.145,0.261,28,9,4,1,self-employed,retirement,medium,books,2,4,4,5,3,0.7,0.404,0.579,moderate,0.541,0.306,0.102,0.051,0.573,0.333,0.053,0.041
31,54234,6976094,0.257,0.404,15,1,15,5,self-employed,income,medium,advisor,3,3,3,2,4,0.6,0.348,0.506,moderate,0.625,0.25,0.083,0.042,0.608,0.283,0.064,0.044
54,54250,6977504,0.242,0.118,35,6,4,3,employee,education,low,advisor,4,3,2,3,3,0.61,0.499,0.549,moderate,0.541,0.306,0.102,0.051,0.544,0.318,0.107,0.031
48,54252,6978062,0.198,0.275,27,10,19,5,employee,retirement,medium,books,3,3,4,4,3,0.67,0.447,0.538,moderate,0.625,0.25,0.083,0.042,0.655,0.26,0.048,0.036
50,54287,6988498,0.021,0.204,32,7,11,5,self-employed,retirement,medium,online,4,5,4,3,3,0.79,0.454,0.647,moderate,0.598,0.268,0.089,0.045,0.577,0.294,0.062,0.066
38,54314,6989466,0.122,0.336,22,16,12,4,employee,retirement,low,advisor,1,4,2,2,2,0.45,0.394,0.433,moderate,0.605,0.263,0.088,0.044,0.572,0.255,0.074,0.099
